Vector9: win, 6, lose, 4,(1561.699094)
Vector1: win, 4, lose, 6,(1438.300906)
Vector9: win, 8, lose, 2,(1545.678381)
Vector1: win, 2, lose, 8,(1454.321619)
Vector9: win, 8, lose, 2,(1619.590954)
Vector1: win, 2, lose, 8,(1380.409046)
Vector9: win, 7, lose, 3,(1547.212818)
Vector1: win, 3, lose, 7,(1452.787182)
Vector9: win, 6, lose, 4,(1527.585970)
Vector1: win, 4, lose, 6,(1472.414030)
Vector9: win, 8, lose, 2,(1659.028613)
Vector1: win, 2, lose, 8,(1340.971387)
Vector9: win, 7, lose, 3,(1581.561425)
Vector1: win, 3, lose, 7,(1418.438575)
Vector9: win, 7, lose, 3,(1526.283082)
Vector1: win, 3, lose, 7,(1473.716918)
Vector9: win, 5, lose, 5,(1557.226413)
Vector1: win, 5, lose, 5,(1442.773587)
Vector9: win, 7, lose, 3,(1573.660975)
Vector1: win, 3, lose, 7,(1426.339025)